brand,price,season,sex,top_matereal,pad_matereal,sole_matereal,shoe_type,vendor,discount_status,size_34,size_35,size_36,size_37,size_38,size_39,size_40,size_41,size_42,size_43,size_44,size_45,size_46,size_47,size_48
Yellow,37,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Замша,Слипоны,553984861-6,45,false,false,true,true,false,true,false,false,false,false,true,false,false,false,true
Crimson,10,Лето,Мужская обувь,Полимерный материал,Замша,Замша,Слипоны,788169580-3,30,true,true,true,true,false,false,false,true,false,false,true,false,false,true,false
Pink,92,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Замша,Сандалии,423734468-1,,true,true,false,true,false,false,false,false,true,false,false,true,true,false,true
Teal,69,Зима,Мужская обувь,Замша,Кожа,Замша,Тапки,194021561-7,,true,true,true,true,false,false,true,true,false,false,false,false,true,false,false
Pink,6,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Тапки,851577521-2,15,false,true,false,false,true,false,true,false,true,false,true,false,true,false,false
Puce,43,Лето,Мужская обувь,Кожа,Замша,Замша,Сапоги,162472720-4,45,true,true,false,true,true,false,false,true,true,true,true,false,true,true,false
Violet,62,Лето,Женская обувь,Кожа,Кожа,Замша,Мокасины,782959358-2,,true,true,true,false,true,true,true,false,true,true,false,true,false,false,true
Indigo,81,Лето,Мужская обувь,Кожа,Кожа,Полимерный материал,Кроссовки,520782051-6,,false,false,true,true,false,true,false,false,false,true,false,true,false,false,false
Orange,4,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Мокасины,655856888-8,10,true,true,true,false,true,false,false,true,false,false,false,true,true,false,true
Red,27,Зима,Мужская обувь,Замша,Замша,Кожа,Туфли,333980795-7,,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false
Yellow,25,Зима,Женская обувь,Кожа,Полимерный материал,Кожа,Мокасины,028672533-9,,true,false,false,false,true,false,true,false,false,true,true,false,false,true,true
Purple,86,Зима,Женская обувь,Полимерный материал,Кожа,Кожа,Сабо,332122297-3,30,false,false,false,true,true,false,false,false,true,true,false,true,false,false,false
Red,86,Зима,Женская обувь,Замша,Замша,Кожа,Слипоны,264286075-2,,true,false,true,true,true,false,true,false,true,true,false,false,true,false,false
Pink,96,Зима,Женская обувь,Полимерный материал,Замша,Полимерный материал,Кроссовки,936615950-8,,true,true,false,true,true,false,false,true,false,true,true,true,false,true,false
Maroon,86,Лето,Мужская обувь,Кожа,Полимерный материал,Кожа,Босоножки,480280416-4,45,false,true,true,false,false,true,false,true,true,false,true,false,true,false,false
Teal,78,Зима,Женская обувь,Замша,Замша,Замша,Слипоны,337662401-1,15,true,true,false,true,false,true,true,false,false,false,false,true,false,true,true
Mauv,22,Зима,Мужская обувь,Замша,Полимерный материал,Кожа,Сапоги,943406755-3,,false,false,true,true,false,false,false,true,true,true,true,false,false,true,false
Aquamarine,8,Весна/Осень,Женская обувь,Кожа,Кожа,Кожа,Угги,817356029-3,30,true,true,false,false,false,true,false,false,false,false,true,true,false,true,false
Green,78,Лето,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Слипоны,808450912-8,,false,true,false,true,true,true,false,true,false,false,true,true,true,false,true
Orange,6,Весна/Осень,Женская обувь,Кожа,Кожа,Замша,Ботинки,691819335-X,,true,true,false,false,false,false,false,true,true,true,false,false,true,false,true
Goldenrod,94,Лето,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Слипоны,146547569-9,10,true,true,false,true,true,false,true,true,true,true,true,false,false,true,false
Khaki,79,Лето,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Ботинки,390804821-4,45,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false
Pink,2,Лето,Женская обувь,Полимерный материал,Замша,Кожа,Сабо,360406971-8,,false,true,true,true,true,true,true,true,false,false,false,false,false,true,true
Violet,31,Лето,Мужская обувь,Замша,Замша,Полимерный материал,Угги,536574001-7,30,true,true,true,false,true,true,true,false,true,true,false,true,false,false,true
Maroon,22,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Кроссовки,189004663-9,,false,true,true,false,false,true,false,true,false,true,false,true,true,true,false
Teal,98,Лето,Женская обувь,Кожа,Кожа,Кожа,Туфли,616364806-4,,true,false,true,true,false,false,true,false,false,false,true,true,true,true,true
Goldenrod,17,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Туфли,499807271-4,45,false,false,false,true,false,true,true,true,false,false,true,false,true,true,false
Violet,63,Лето,Женская обувь,Полимерный материал,Кожа,Кожа,Тапки,937989718-9,,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true
Teal,54,Зима,Женская обувь,Замша,Кожа,Замша,Туфли,271143347-1,,true,false,true,false,true,true,false,false,false,true,false,false,false,false,true
Goldenrod,65,Лето,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Тапки,930300248-2,,true,false,true,true,false,true,false,true,false,true,true,true,true,false,false
Fuscia,52,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Сабо,077044391-5,,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false
Indigo,36,Весна/Осень,Мужская обувь,Замша,Замша,Замша,Туфли,252066927-6,,false,false,true,false,true,true,true,true,true,false,true,false,false,true,true
Green,56,Зима,Женская обувь,Кожа,Кожа,Замша,Туфли,979695003-0,,true,false,false,true,true,false,false,true,true,true,true,false,true,true,true
Maroon,85,Зима,Мужская обувь,Кожа,Кожа,Полимерный материал,Тапки,185114928-7,30,true,true,true,false,true,false,false,false,false,false,false,false,false,false,true
Turquoise,64,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Замша,Кроссовки,476994629-5,10,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false
